,^GSPC,,,,,,,^IXIC,,,,,,,^DJI,,,,,,,^NYA,,,,,,,^XAX,,,,,,,^BUK100P,,,,,,,^RUT,,,,,,,^VIX,,,,,,,^GDAXI,,,,,,,^FCHI,,,,,,,^STOXX50E,,,,,,,^N100,,,,,,,^BFX,,,,,,,IMOEX.ME,,,,,,,^N225,,,,,,,^HSI,,,,,,,000001.SS,,,,,,,399001.SZ,,,,,,,^AXJO,,,,,,,^AORD,,,,,,,^BSESN,,,,,,,^JKSE,,,,,,,^NZ50,,,,,,,^KS11,,,,,,,^TWII,,,,,,,^GSPTSE,,,,,,,^BVSP,,,,,,,^MXX,,,,,,,^IPSA,,,,,,,^MERV,,,,,,,^TA125.TA,,,,,,,^CASE30,,,,,,,^JN0U.JO,,,,,
Date,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close
1/24/1997,778.210022,768.1699829,777.5599976,770.5200195,542920000,770.5200195,,1379.949951,1360.47998,1375.599976,1363.829956,721430000,1363.829956,,6759.97998,6662.22998,6756.5,6696.47998,56480000,6696.47998,,4287.75,4287.75,4287.75,4287.75,0,4287.75,,590.3800049,587.3800049,589.6900024,588.1599731,210900,588.1599731,,,,,,,,,370.4899902,367.1099854,370.4599915,368.1400146,542920000,368.1400146,,20.06999969,18.35000038,18.45000076,19.32999992,0,19.32999992,,3017.100098,2982.590088,3016.159912,2982.629883,0,2982.629883,,2442.5,2422.800049,2431.600098,2430.300049,0,2430.300049,,,,,,,,,,,,,,,,2066.199951,2051.399902,2051.399902,2060.600098,0,2060.600098,,,,,,,,,17893.89063,17541.23047,17893.89063,17689.35938,0,17689.35938,,13493.5,13362,13471.5,13379.59961,0,13379.59961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.4639893,678.9089966,685.3189697,678.9089966,3010400,678.9089966,,,,,,,,,679.5599976,658.1799927,669.0300293,679.5599976,35500,679.5599976,,,,,,,,,6044.299805,6026.399902,6036.399902,6033.600098,1039800,6033.600098,,7890.700195,7740.100098,7890.700195,7759.799805,0,7759.799805,,3695,3663.300049,3695,3680.600098,0,3680.600098,,,,,,,,,677,658.7999878,677,662,0,662,,,,,,,,,,,,,,,,,,,,,
1/27/1997,771.4299927,764.1799927,770.5200195,765.0200195,445760000,765.0200195,,1368,1352.180054,1367.410034,1352.810059,537780000,1352.810059,,6708.799805,6635.680176,6696.5,6660.689941,47760000,6660.689941,,4258.890137,4258.890137,4258.890137,4258.890137,0,4258.890137,,588.4199829,585.8800049,588.1599731,586.1599731,186200,586.1599731,,,,,,,,,368.4599915,365.3599854,368.1400146,365.519989,445760000,365.519989,,20.52000046,19.76000023,20.17000008,20.15999985,0,20.15999985,,3002.97998,2983.22998,2984.52002,2992.550049,0,2992.550049,,2449.199951,2428.199951,2443.100098,2435.199951,0,2435.199951,,,,,,,,,,,,,,,,2068.300049,2043.199951,2043.300049,2044,0,2044,,,,,,,,,17664.59961,17280.19922,17657.91992,17334.90039,0,17334.90039,,13314.09961,13210.59961,13314.09961,13294.90039,0,13294.90039,,,,,,,,,,,,,,,,2351.699951,2351.699951,2351.699951,2351.699951,0,2351.699951,,2423,2396.899902,2423,2404.199951,0,2404.199951,,,,,,,,,685.6560059,678.8690186,679.1220093,684.9819946,2241300,684.9819946,,,,,,,,,685.460022,664.6799927,684.3099976,664.7000122,28300,664.7000122,,,,,,,,,6044,6029.899902,6043.100098,6040.799805,882300,6040.799805,,7832.700195,7744,7832.700195,7759.100098,0,7759.100098,,3685.199951,3666.100098,3680.600098,3685.199951,0,3685.199951,,,,,,,,,661.5999756,652.9000244,661.5999756,656.5,0,656.5,,236.9199982,231.9100037,231.9100037,236.5899963,0,236.5899963,,,,,,,,,,,,,,
1/28/1997,776.3200073,761.75,765.0200195,765.0200195,541580000,765.0200195,,1370.689941,1349.280029,1365.910034,1354.369995,658960000,1354.369995,,6761.140137,6622.97998,6663.399902,6656.080078,50600000,6656.080078,,4259.72998,4259.72998,4259.72998,4259.72998,0,4259.72998,,589.8300171,586.1099854,586.1599731,588.0700073,225200,588.0700073,,,,,,,,,368.4100037,365.519989,365.519989,366.4700012,541580000,366.4700012,,21.05999947,19.40999985,19.95999908,20.73999977,0,20.73999977,,3032.909912,2981.929932,2988.560059,3028.27002,0,3028.27002,,2484.300049,2431.699951,2431.699951,2482.800049,0,2482.800049,,,,,,,,,,,,,,,,2052.800049,2029.599976,2039.099976,2050.399902,0,2050.399902,,,,,,,,,17796.57031,17195.25,17301.25977,17796.57031,0,17796.57031,,13450.59961,13279.2002,13279.2002,13403.2998,0,13403.2998,,,,,,,,,,,,,,,,2361.899902,2361.899902,2361.899902,2361.899902,0,2361.899902,,2416.699951,2404.199951,2404.199951,2414.199951,0,2414.199951,,,,,,,,,691.4879761,684.9819946,684.9819946,689.973999,2493100,689.973999,,,,,,,,,677.6300049,653.4199829,661.6599731,662.8499756,30400,662.8499756,,,,,,,,,6075,6031.899902,6070.700195,6046.700195,1348500,6046.700195,,7871.299805,7755.200195,7871.299805,7849.799805,0,7849.799805,,3716.199951,3667.5,3685.399902,3676.800049,0,3676.800049,,,,,,,,,673.5999756,657.2000122,657.2000122,666.2999878,0,666.2999878,,238.2299957,235.9900055,236.5899963,237.2599945,0,237.2599945,,,,,,,,,,,,,,
1/29/1997,772.7000122,765.0200195,765.0200195,772.5,498390000,772.5,,1360.76001,1349.540039,1359.319946,1355.170044,599260000,1355.170044,,6740.740234,6657.22998,6657.22998,6740.740234,41190000,6740.740234,,4293.890137,4293.890137,4293.890137,4293.890137,0,4293.890137,,588.4699707,586.6699829,588.0700073,587.6699829,190800,587.6699829,,,,,,,,,367.0299988,366.1400146,366.4700012,366.25,498390000,366.25,,20.69000053,20.21999931,20.60000038,20.22999954,0,20.22999954,,3017.429932,2978,3005.47998,2997.949951,0,2997.949951,,2470.100098,2445.5,2466.5,2465,0,2465,,,,,,,,,,,,,,,,2042.300049,2023.599976,2042.300049,2031.699951,0,2031.699951,,,,,,,,,18335.30078,17664.5,17843.38086,18335.30078,0,18335.30078,,13486.7998,13182.5,13438.2998,13285.40039,0,13285.40039,,,,,,,,,,,,,,,,2365.100098,2365.100098,2365.100098,2365.100098,0,2365.100098,,2423.300049,2414.199951,2414.199951,2417.699951,0,2417.699951,,,,,,,,,695.9780273,689.973999,690.3140259,691.335022,3316500,691.335022,,,,,,,,,672.9000244,654.9500122,663.3300171,663.5599976,30200,663.5599976,,,,,,,,,6071.5,6042.299805,6049.299805,6071.299805,1107700,6071.299805,,7852.100098,7722.799805,7852.100098,7736.899902,0,7736.899902,,3673.300049,3627.399902,3672.899902,3631.600098,0,3631.600098,,,,,,,,,677.2999878,666.0999756,666.0999756,676.9000244,0,676.9000244,,241.3200073,237.2599945,237.2599945,240.8699951,0,240.8699951,,,,,,,,,,,,,,
1/30/1997,784.1699829,772.5,772.5,784.1699829,524160000,784.1699829,,1371.030029,1360.630005,1362.050049,1371.02002,653640000,1371.02002,,6823.859863,6740.740234,6740.740234,6823.859863,38880000,6823.859863,,4347.919922,4347.919922,4347.919922,4347.919922,0,4347.919922,,590.3499756,587.6699829,587.6699829,588.6599731,200000,588.6599731,,,,,,,,,368.2999878,366.25,366.25,368.2900085,524160000,368.2900085,,20.07999992,19.46999931,19.80999947,19.46999931,0,19.46999931,,3025.139893,3010.379883,3010.379883,3018.580078,0,3018.580078,,2505.5,2483.600098,2483.600098,2503.100098,0,2503.100098,,,,,,,,,,,,,,,,2046.099976,2036.199951,2036.199951,2045.900024,0,2045.900024,,,,,,,,,18365.64063,17781.89063,18304.55078,17864.03906,0,17864.03906,,13405.5,13250.59961,13353.7998,13288.40039,0,13288.40039,,,,,,,,,,,,,,,,2370.699951,2370.699951,2370.699951,2370.699951,0,2370.699951,,2425.300049,2414.300049,2417.699951,2423.699951,0,2423.699951,,,,,,,,,692.8309937,685.5750122,691.2260132,687.2930298,2772600,687.2930298,,,,,,,,,679.039978,662.2700195,663.6500244,676.5200195,28800,676.5200195,,,,,,,,,6085.100098,6065.299805,6083,6085.100098,1273300,6085.100098,,7802.100098,7720.399902,7802.100098,7788.799805,0,7788.799805,,3679.899902,3631.300049,3631.600098,3672.899902,0,3672.899902,,,,,,,,,689.2000122,677.7999878,677.7999878,689.2000122,0,689.2000122,,243.3200073,240.8699951,240.8699951,242.3399963,0,242.3399963,,,,,,,,,,,,,,
1/31/1997,791.8599854,784.1699829,784.1699829,786.1599731,578550000,786.1599731,,1381.969971,1374.97998,1374.97998,1379.849976,679190000,1379.849976,,6873.890137,6808.080078,6824.600098,6813.089844,41470000,6813.089844,,4356.169922,4356.169922,4356.169922,4356.169922,0,4356.169922,,590.3800049,588.6300049,588.6599731,588.7700195,210100,588.7700195,,,,,,,,,369.7799988,368.2900085,368.2900085,369.4500122,578550000,369.4500122,,19.46999931,19.46999931,19.46999931,19.46999931,0,19.46999931,,3050.879883,3021.76001,3042.23999,3037.699951,0,3037.699951,,2521.899902,2488.199951,2515.5,2516.600098,0,2516.600098,,,,,,,,,,,,,,,,2059.800049,2041.800049,2052.800049,2051.5,0,2051.5,,,,,,,,,18610.19922,17948.89063,17948.89063,18330.00977,0,18330.00977,,13432.7002,13292.5,13355.7998,13321.7998,0,13321.7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.9310303,687.8720093,687.8720093,691.1160278,2637700,691.1160278,,,,,,,,,687.9899902,678.1699829,678.1900024,685.8400269,32000,685.8400269,,,,,,,,,6109.600098,6094.200195,6102.200195,6109.600098,1077500,6109.600098,,7991.799805,7785.700195,7991.799805,7964.700195,0,7964.700195,,3691.399902,3634.899902,3672.899902,3647.100098,0,3647.100098,,,,,,,,,694.7999878,690.0999756,690.7999878,692.5,0,692.5,,,,,,,,,,,,,,,,,,,,,
2/3/1997,787.1400146,783.1199951,786.1599731,786.7299805,463600000,786.7299805,,1384.51001,1374.569946,1383.969971,1376.050049,537540000,1376.050049,,6819.240234,6766.910156,6810.799805,6806.160156,39060000,6806.160156,,4361.450195,4361.450195,4361.450195,4361.450195,0,4361.450195,,590.5700073,588.75,588.7700195,589.710022,169600,589.710022,,,,,,,,,369.9400024,368.980011,369.4500122,369.5299988,463600000,369.5299988,,20.06999969,19.55999947,19.88999939,19.57999992,0,19.57999992,,3065.580078,3030.23999,3042.899902,3064.699951,0,3064.699951,,2520,2500.100098,2519.699951,2508.600098,0,2508.600098,,,,,,,,,,,,,,,,2055.399902,2047.599976,2052.100098,2053.5,0,2053.5,,,,,,,,,18307.94922,18077.06055,18307.94922,18085.94922,0,18085.94922,,13499.5,13340.7002,13340.7002,13451.09961,0,13451.09961,,,,,,,,,,,,,,,,2355.899902,2355.899902,2355.899902,2355.899902,0,2355.899902,,2430.800049,2405.899902,2426.899902,2409.100098,0,2409.100098,,,,,,,,,692.3449707,685.5150146,691.1160278,687.4699707,1748300,687.4699707,,,,,,,,,696.210022,681.0100098,682.2600098,687.25,27300,687.25,,,,,,,,,6144.899902,6117.600098,6123.200195,6140.899902,957100,6140.899902,,8104.100098,7963.299805,8104.100098,8095.899902,0,8095.899902,,3647.199951,3615.5,3647.199951,3636.5,0,3636.5,,,,,,,,,706.2000122,693.0999756,693.0999756,706.2000122,0,706.2000122,,256.2900085,248.9400024,248.9400024,256.0400085,0,256.0400085,,,,,,,,,,,,,,
2/4/1997,789.2800293,783.6799927,786.7299805,789.2600098,506530000,789.2600098,,1377.780029,1362.810059,1376.699951,1373.75,606160000,1373.75,,6833.47998,6767.680176,6804.200195,6833.47998,34110000,6833.47998,,4370.549805,4370.549805,4370.549805,4370.549805,0,4370.549805,,590.2800293,588.0800171,589.710022,589.25,170100,589.25,,,,,,,,,369.769989,367.4100037,369.7099915,368.3200073,506530000,368.3200073,,19.69000053,19.43000031,19.59000015,19.43000031,0,19.43000031,,3084.26001,3066.080078,3081.639893,3067.47998,0,3067.47998,,2519.899902,2498.800049,2514.399902,2503.100098,0,2503.100098,,,,,,,,,,,,,,,,2056.800049,2048.399902,2055.399902,2053.600098,0,2053.600098,,,,,,,,,18629.26953,18158.32031,18158.32031,18314.33008,0,18314.33008,,13563.90039,13435.5,13468.90039,13548.40039,0,13548.40039,,,,,,,,,,,,,,,,2382.600098,2382.600098,2382.600098,2382.600098,0,2382.600098,,2437,2409.100098,2409.100098,2435.800049,0,2435.800049,,,,,,,,,688.8870239,677.1380005,687.8079834,680.3319702,1818400,680.3319702,,,,,,,,,696.2399902,687.8400269,687.8400269,695.9500122,33100,695.9500122,,,,,,,,,6156.899902,6141.200195,6143.799805,6145.399902,1150300,6145.399902,,8125.200195,8051.600098,8125.200195,8102.299805,0,8102.299805,,3653,3610.899902,3636.5,3653,0,3653,,,,,,,,,709.2000122,702,705.9000244,707.5,0,707.5,,261.9899902,250.8399963,256.0400085,253.6600037,0,253.6600037,,,,,,,,,,,,,,
2/5/1997,792.710022,773.4299927,789.2600098,778.2800293,580520000,778.2800293,,1375.050049,1339.640015,1373.949951,1348.439941,680460000,1348.439941,,6875.430176,6710.720215,6833.100098,6746.899902,47390000,6746.899902,,4321.910156,4321.910156,4321.910156,4321.910156,0,4321.910156,,590.289978,584.0599976,589.25,585.4099731,207100,585.4099731,,,,,,,,,368.5899963,364.7600098,368.3200073,365.4899902,580520000,365.4899902,,21.38999939,19.5,19.54999924,21.05999947,0,21.05999947,,3120.310059,3080.530029,3080.530029,3114.72998,0,3114.72998,,2544.100098,2510.600098,2510.600098,2541.300049,0,2541.300049,,,,,,,,,,,,,,,,2061,2054.399902,2055.300049,2057.5,0,2057.5,,,,,,,,,18307.34961,17901.48047,18302.56055,18185.9707,0,18185.9707,,13660.5,13541.2002,13567.2998,13660.5,0,13660.5,,,,,,,,,,,,,,,,2380,2380,2380,2380,0,2380,,2438.800049,2420.300049,2435.800049,2435.199951,0,2435.199951,,,,,,,,,687.6539917,680.1900024,680.3319702,686.8569946,1713600,686.8569946,,,,,,,,,708.2000122,697.9500122,698.1799927,698.5999756,38600,698.5999756,,,,,,,,,6159.200195,6105.399902,6154.899902,6112.399902,1468500,6112.399902,,8232.400391,8103,8232.400391,8171.200195,0,8171.200195,,,,,,,,,,,,,,,,710.7000122,699.2000122,707.7000122,699.2000122,0,699.2000122,,260.3699951,253.6600037,253.6600037,259.9500122,0,259.9500122,,,,,,,,,,,,,,
2/6/1997,780.3499756,774.4500122,778.2800293,780.1500244,519660000,780.1500244,,1351.709961,1340.540039,1351.109985,1346.400024,623490000,1346.400024,,6773.060059,6713.799805,6743.100098,6773.060059,47520000,6773.060059,,4334.069824,4334.069824,4334.069824,4334.069824,0,4334.069824,,586.9500122,583.960022,585.4099731,585.0300293,186100,585.0300293,,,,,,,,,365.9599915,364.9299927,365.4899902,365.480011,519660000,365.480011,,20.68000031,20.04000092,20.57999992,20.15999985,0,20.15999985,,3125.699951,3087.389893,3108.25,3124.780029,0,3124.780029,,2558.600098,2520,2531.199951,2558.399902,0,2558.399902,,,,,,,,,,,,,,,,2069.699951,2057.300049,2061.699951,2063.600098,0,2063.600098,,,,,,,,,18257.03906,17875.2207,18199.64063,18038.42969,0,18038.42969,,,,,,,,,,,,,,,,,,,,,,,2390,2390,2390,2390,0,2390,,2448.300049,2435.199951,2435.199951,2446.699951,0,2446.699951,,,,,,,,,694.2789917,685.7420044,687.1069946,694.2789917,1289900,694.2789917,,,,,,,,,704.4400024,693.8200073,698.539978,700.2199707,34100,700.2199707,,,,,,,,,6104.200195,6071.100098,6104.200195,6071.899902,1159600,6071.899902,,8172,8104.899902,8172,8147.899902,0,8147.899902,,3662.699951,3632,3652.699951,3654.699951,0,3654.699951,,,,,,,,,700.0999756,690.2999878,699.5,698.0999756,0,698.0999756,,259.9500122,256.4400024,259.9500122,258.1900024,0,258.1900024,,,,,,,,,,,,,,
2/7/1997,789.7199707,778.1900024,780.1500244,789.5599976,540910000,789.5599976,,1360.530029,1346.290039,1354.910034,1357.709961,644310000,1357.709961,,6868.5,6762.669922,6775,6855.799805,42200000,6855.799805,,4375.410156,4375.410156,4375.410156,4375.410156,0,4375.410156,,587.3400269,584.6799927,585.0300293,586.6099854,266800,586.6099854,,,,,,,,,367.5400085,365.4599915,365.480011,366.75,540910000,366.75,,19.87999916,18.70999908,18.81999969,18.89999962,0,18.89999962,,3166.409912,3121.379883,3131.340088,3161.360107,0,3161.360107,,2598.399902,2565,2566.5,2597.5,0,2597.5,,,,,,,,,,,,,,,,2087,2065.699951,2066.699951,2080.5,0,2080.5,,,,,,,,,18266.61914,17792.4707,18071.57031,17867.03906,0,17867.03906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6101.700195,6063.100098,6092.600098,6101.700195,1111900,6101.700195,,8172,8104.899902,8172,8147.899902,0,8147.899902,,3669.699951,3646.300049,3655.5,3654.300049,0,3654.300049,,,,,,,,,705,698.5,698.5,703,0,703,,,,,,,,,,,,,,,,,,,,,
2/10/1997,793.460022,784.6900024,789.5599976,785.4299927,471590000,785.4299927,,1362.209961,1335.339966,1360.459961,1335.339966,629500000,1335.339966,,6876.580078,6798.459961,6856.200195,6806.540039,40360000,6806.540039,,4360.080078,4360.080078,4360.080078,4360.080078,0,4360.080078,,588.9899902,586.5999756,586.6099854,587.8400269,218500,587.8400269,,,,,,,,,367.1199951,363.9700012,366.75,364.1499939,471590000,364.1499939,,21.12999916,19.64999962,19.64999962,20.64999962,0,20.64999962,,3194.149902,3152.699951,3163,3185.719971,0,3185.719971,,2615.699951,2583,2583.300049,2595.399902,0,2595.399902,,,,,,,,,,,,,,,,2090.800049,2081.600098,2081.600098,2088.600098,0,2088.600098,,,,,,,,,18268.32031,17843.38086,17881.91016,18181.16992,0,18181.16992,,13860.90039,13616.59961,13856.5,13643.5,0,13643.5,,,,,,,,,,,,,,,,2391.300049,2391.300049,2391.300049,2391.300049,0,2391.300049,,2449.800049,2440.399902,2446.399902,2448.100098,0,2448.100098,,,,,,,,,,,,,,,,,,,,,,,709.7999878,701.4299927,701.4299927,709.789978,29300,709.789978,,,,,,,,,6112.5,6074.799805,6109.200195,6081.299805,952200,6081.299805,,,,,,,,,3688.199951,3639.399902,3654.300049,3679.100098,0,3679.100098,,,,,,,,,707.2999878,698.7999878,703,707.2000122,0,707.2000122,,259.7399902,258.3500061,259.2600098,259.5499878,0,259.5499878,,,,,,,,,,,,,,
2/11/1997,789.5999756,780.9500122,785.4299927,789.5900269,483090000,789.5900269,,1342.709961,1319.689941,1342.109985,1331.51001,650980000,1331.51001,,6860.810059,6783.459961,6806.600098,6858.109863,39080000,6858.109863,,4378.47998,4378.47998,4378.47998,4378.47998,0,4378.47998,,589.9299927,587.539978,587.8400269,589.2399902,264900,589.2399902,,,,,,,,,364.9599915,362.1000061,364.1499939,362.75,483090000,362.75,,20.71999931,19.96999931,20.30999947,19.96999931,0,19.96999931,,3197.879883,3182.189941,3192.709961,3191.449951,0,3191.449951,,2599.699951,2577.399902,2599.699951,2582.100098,0,2582.100098,,,,,,,,,,,,,,,,2088.100098,2076.699951,2086.199951,2080.899902,0,2080.899902,,,,,,,,,18629,18158,18158,18314,0,18314,,13617.90039,13380,13617.90039,13454.2002,0,13454.2002,,,,,,,,,,,,,,,,2417.199951,2417.199951,2417.199951,2417.199951,0,2417.199951,,2479.100098,2448.100098,2448.100098,2473.5,0,2473.5,,,,,,,,,,,,,,,,,,,,,,,713.8800049,707.8599854,711.1099854,713.4299927,41400,713.4299927,,,,,,,,,6127,6093.5,6096.899902,6126.899902,1023400,6126.899902,,8125.200195,8051.600098,8125.200195,8102.299805,0,8102.299805,,3754.399902,3660.100098,3664.699951,3750,0,3750,,,,,,,,,712.4000244,707.4000244,707.5999756,708,0,708,,259.5499878,256.5400085,259.5499878,257.3099976,0,257.3099976,,,,,,,,,,,,,,
2/12/1997,802.7700195,789.5900269,789.5900269,802.7700195,563890000,802.7700195,,1358.969971,1336.569946,1337.47998,1358.959961,669230000,1358.959961,,6961.629883,6854.649902,6855.399902,6961.629883,42700000,6961.629883,,4439.700195,4439.700195,4439.700195,4439.700195,0,4439.700195,,593.3300171,589.2299805,589.2399902,593.0999756,244200,593.0999756,,,,,,,,,365.480011,362.75,362.75,365.3999939,563890000,365.3999939,,19.88999939,19.42000008,19.56999969,19.47999954,0,19.47999954,,3239.290039,3190.139893,3210.959961,3211.01001,0,3211.01001,,2614.600098,2584.100098,2597.600098,2599.300049,0,2599.300049,,,,,,,,,,,,,,,,2096.399902,2082.399902,2086.699951,2087.600098,0,2087.600098,,,,,,,,,18520.75977,18240.16992,18240.16992,18409.96094,0,18409.96094,,13497.90039,13364.09961,13478.7998,13462.59961,0,13462.59961,,,,,,,,,,,,,,,,2438.300049,2438.300049,2438.300049,2438.300049,0,2438.300049,,2500.899902,2473.5,2473.5,2496.399902,0,2496.399902,,,,,,,,,701.0549927,694.2789917,694.440979,701.0549927,1703200,701.0549927,,,,,,,,,715.8699951,708.7199707,714.8200073,712.5,35300,712.5,,,,,,,,,6172.100098,6131.600098,6136.200195,6165.399902,1211300,6165.399902,,8679,8317.700195,8679,8670.599609,0,8670.599609,,3818.5,3750.300049,3750.300049,3802.600098,0,3802.600098,,,,,,,,,718.4000244,708.4000244,708.4000244,718.4000244,0,718.4000244,,257.9500122,254.4199982,257.3099976,254.8099976,0,254.8099976,,,,,,,,,,,,,,
2/13/1997,812.9299927,802.7700195,802.7700195,811.8200073,593710000,811.8200073,,1373.75,1358.949951,1364.52002,1370.810059,730410000,1370.810059,,7040.910156,6960.47998,6962,7022.439941,44740000,7022.439941,,4487.700195,4487.700195,4487.700195,4487.700195,0,4487.700195,,595.4000244,593.0999756,593.0999756,595.4000244,199600,595.4000244,,,,,,,,,368.2099915,365.3999939,365.3999939,368.1799927,593710000,368.1799927,,19.72999954,19.10000038,19.29999924,19.22999954,0,19.22999954,,3259.25,3222.389893,3224.149902,3256.860107,0,3256.860107,,2631.899902,2618.600098,2619.800049,2628.399902,0,2628.399902,,,,,,,,,,,,,,,,2102.199951,2092.899902,2096.399902,2098.899902,0,2098.899902,,,,,,,,,18854.75977,18505.08984,18505.08984,18688.06055,0,18688.06055,,13589.7002,13240,13541.2998,13240,0,13240,,,,,,,,,,,,,,,,2424.399902,2424.399902,2424.399902,2424.399902,0,2424.399902,,2506.5,2482.600098,2496.399902,2482.600098,0,2482.600098,,,,,,,,,707.3690186,701.0549927,701.0549927,707.3690186,2317800,707.3690186,,,,,,,,,726.1300049,713.6400146,713.6400146,716.710022,49800,716.710022,,,,,,,,,6225.799805,6190.100098,6190.100098,6225.799805,1246300,6225.799805,,8931.5,8496.799805,8670.599609,8764.900391,0,8764.900391,,3832.199951,3765.300049,3806.5,3778.5,0,3778.5,,,,,,,,,724.7000122,718.9000244,718.9000244,724.5,0,724.5,,255.8699951,252.2799988,254.8099976,252.6900024,0,252.6900024,,,,,,,,,,,,,,
2/14/1997,812.2000122,808.1500244,811.8200073,808.4799805,491540000,808.4799805,,1373.040039,1364.23999,1370.25,1367.189941,587210000,1367.189941,,7024.75,6983.950195,7024,6988.959961,37820000,6988.959961,,4477.759766,4477.759766,4477.759766,4477.759766,0,4477.759766,,596.3900146,593.4799805,595.4000244,594.1500244,182800,594.1500244,,,,,,,,,369.269989,368.1799927,368.1799927,369.1300049,491540000,369.1300049,,19.36000061,19,19.20999908,19.18000031,0,19.18000031,,3271.909912,3243.870117,3264.939941,3249.169922,0,3249.169922,,2644,2616.899902,2637.5,2627.399902,0,2627.399902,,,,,,,,,,,,,,,,2109.100098,2092.699951,2100.300049,2098,0,2098,,,,,,,,,18880.60938,18608.5,18729.08984,18722,0,18722,,13215.7998,12962.2002,13215.7998,13113.2998,0,13113.2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.4320068,700.7109985,707.3690186,704.4760132,2462900,704.4760132,,,,,,,,,723.0200195,715,717.289978,721,39100,721,,,,,,,,,6226.700195,6199,6226.700195,6214.200195,1264800,6214.200195,,8908.700195,8645.200195,8764.900391,8700,0,8700,,3829.300049,3772.899902,3778.5,3826.800049,0,3826.800049,,,,,,,,,726.0999756,719.5999756,724,725.5,0,725.5,,,,,,,,,,,,,,,,,,,,,
